Speech Segment,Axial code(s)
"It's okay, like everyone, everyone has their motivation in this like I get it. It's fine.",0
"Whichever decision you want to get to it, we just gotta get to one.",5
"OK, OK. Is it OK then if like? This is going to sound super asshole, but like is it OK then if like should I like split separately and do my own thing? I feel like I'm pushing this agenda on you guys, OK and it's like really, really like solo. Like it's it's like like I agree with you guys, you guys should be doing this for fun and like.",9
No it's fine. I get that.,0
"Yeah. What do you guys think? Like I'm honestly. OK, with that as well.",9
"I get it bro. Like. No. Like everyone has their own motivations in this. Don’t feel bad, it's alright.",1
"Yeah, yeah, yeah.",0
Like you came here. Like if you came here like you should do what you want to do. Right. You know what you feel most comfortable with,3
"Yeah. No, I mean, I'm not gonna lie. I didn't expect to be like this and I came here and now again I feel like I should, I just want to compete now. So yeah, yeah.",1
That's cool. OK.,0
But I don’t want to like screw you guys over at all so. I will leave this up for discussion.,10
"Its okay bro, don't worry about it. It's all good. Don't worry about it. But yeah, all right, sweet.",9
We'll build something out so.,0
"I mean, I think you guys can do this. I really think it's fun, I wish there was a computer vision prize.",9
I lowkey like this idea.,7
"Yeah, I know you guys like this idea, I feel really bad.",3
"You don't gotta feel bad if you wanna do your thing. You do your thing, and then we'll just post again on the looking for team chat.",9
"Yeah, it's all good bro, really. Like, it's fine. Don't worry",0
You guys okay?,9
"Yeah, 100%",0
"Alright. Yeah, yeah, yeah. Just checking.",0
"Don't worry, like actually 100%. It's all good. Don't worry about it.",0
"OK, OK. Alright. Thanks guys. Sorry about this.",0
"Yeah, of course.",0
No worries.,0
So I will root for you guys to reach top 12.,9
Hopefully you get one prize,0
"No, I'm not go to hope, maybe blockchain alright. Yeah, but yeah, yeah.",0
Sounds good. But hopefully we can. Pitch this idea in the group and hopefully someone.,9
"Yeah, yeah. And I can do the whole CV thing. So that's fine. No worries, I can do the whole CV thing so.",5
Don't think.,0
CV thing?,0
The computer vision.,0
Yeah. OK. I was like someone was applying for a job?,0
We'll be OK.,0
"All right, good.",0
All right. Thanks guys.,0
"Yeah, no worries, man.",0
"Good luck, guys",9
Thank you.,0
"Yeah, I was gonna. I was gonna.",0
Are you going to solo or try to find a different team?,0
I don't know. I think I'll try to find. OK. But I'll think of an idea first for myself.,8
Are you thinking blockchain?,0
"Yes, yes. Yeah. Cause just the prize pool is crazy",8
Sounds good.,0
"Was this crazy? Holy shit, yeah.",0
Right,0
"This guy just said, you know, does anyone know where I can get more food? Relatable. Honestly relatable.",0
Both across the bridge. But I don't know but once.,0
Hopefully they do. Do they only let you take 1 snack?,0
"Or something. No, it's. I think it's. I just saw so many people just like, get food and food and food.",0
"OK, I'm gonna look at something longer.",0
"Yeah, I'll join you. I don't mind.",0
"Yeah, let's go.",8
Should I leave this here?,9
"Here we're all conquered and divided, right? You're all taking a break, yeah.",5
Little break.,0
"The reality star thing is really going on, I've never muted it.",0
"Actually lowkey, I might get the food and then just hit the hay.",0
"Yeah, right. I'll be grinding. Running just like this.",0
What are you going to be grinding on?,0
We have a lot to do.,0
I may not be present tomorrow morning,0
That's fair,0
"OK, like you gotta do like this spread. Leaving your laptop here overnight. Yeah, I will. So we're not leaving.",9
Like ever like for 36 hours?,0
So you guys are just going to be here like?,0
"Oh, OK.",0
But I just leave this bag and just got like good.,0
"OK. I'll just leave it here. Is that OK? Thanks. Yeah, of course, yeah. Oh my God. And also, yeah, I'm fine. Fine. OK. Possibly. Yeah. You gonna be? Think it's snoring actually.",0
OK. It's going alright,0
"I'm just setting up some basic stuff right now. Copying some code from our previous project so that we can reuse them and then yeah, and nothing too complicated. It's a lot of workshops. So much.",0
"Another person, actually two more people.",0
That's a lot of people.,0
"Yeah, yeah",0
Still looking for a team.,0
When are you going to go to sleep?,10
Soon,0
I think I got,0
Couple hours?,0
One more hour in me. We'll see.,0
There is one who wants to meet us right now.,9
OK.,0
I think [Speaker 5],0
"Do [they], like, want to come here or what's that?",0
I'll just wait by the door.,0
"Yeah, I'll do.",0
"Well, we may have to ask [them] about about that?",0
Yeah. OK.,0
So this is Speaker 4,0
Speaker 4.,0
